SIID,simvar,transMult,a,e,i,m,rad,probDetect
2187.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2210.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2210.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2216.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2216.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2239.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2239.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2243.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2255.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2264.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2264.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2271.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2271.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2273.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2273.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2283.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2299.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2303.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2303.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2313.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2324.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2324.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2331.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2331.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2332.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2337.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2340.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2340.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2343.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2352.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2352.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2354.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2354.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2358.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2358.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2368.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2393.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2393.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2397.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2397.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2404.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2404.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2424.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2424.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2430.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2438.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2438.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2438.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
2461.0,1.0,4.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2461.0,1.0,4.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2461.0,1.0,4.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2461.0,1.0,4.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
2514.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2542.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2564.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2568.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2568.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2576.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2601.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2629.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2633.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2633.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2634.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2634.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2634.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2702.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2711.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2711.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2716.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2716.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2719.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2725.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2725.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2736.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2736.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2752.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2760.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2760.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2764.0,1.0,5.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2764.0,1.0,5.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2764.0,1.0,5.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2764.0,1.0,5.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2764.0,1.0,5.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
2766.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2766.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2772.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2772.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2775.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2775.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2777.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2777.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2787.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2818.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2818.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2819.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2819.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2834.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2837.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2841.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2861.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2861.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2862.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2872.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2872.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2875.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2886.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2886.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2888.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2890.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2892.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2892.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2915.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2915.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
2915.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
2959.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2978.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2978.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
2978.0,1.0,3.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
2989.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
2989.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
2997.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3019.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3019.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3055.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3055.0,1.0,2.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
3056.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3071.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3071.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3071.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
3088.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3089.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3089.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3093.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3093.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3110.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3110.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3110.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3124.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3135.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3142.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3142.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3145.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3145.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3187.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3197.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3197.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3205.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3205.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3213.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3213.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3218.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3218.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3250.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3251.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3251.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3251.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3252.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3252.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3254.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3271.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3271.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3275.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3297.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3303.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3303.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3305.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3314.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3319.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3341.0,1.0,4.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3341.0,1.0,4.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3341.0,1.0,4.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3341.0,1.0,4.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3345.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3345.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3363.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3372.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3376.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3381.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3381.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3401.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3401.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3410.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3411.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3411.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3414.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3414.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3423.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3426.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3454.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3454.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3461.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3474.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3474.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3492.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3492.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3495.0,1.0,4.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3495.0,1.0,4.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3495.0,1.0,4.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3495.0,1.0,4.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
3501.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3512.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3512.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3512.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3514.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3514.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3527.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3530.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3530.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3530.0,1.0,3.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
3538.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3544.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3544.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3550.0,1.0,4.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3550.0,1.0,4.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3550.0,1.0,4.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3550.0,1.0,4.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
3568.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3568.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3568.0,1.0,3.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3577.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3588.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3588.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3615.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3615.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3619.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3619.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3629.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3642.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3644.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3644.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3655.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3658.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3682.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3682.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3711.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3711.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3712.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3717.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3717.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3731.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3736.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3736.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3767.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3771.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3771.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3777.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3777.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3813.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3813.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3818.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3818.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3818.0,1.0,3.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
3827.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3827.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
3850.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3851.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3851.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3859.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3936.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3936.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3937.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3937.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
3944.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3977.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3982.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3984.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3984.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
3994.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3995.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
3996.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4004.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4015.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4015.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4025.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4025.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4028.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4028.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4034.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4034.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4038.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4038.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4043.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4043.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4045.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4045.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
4054.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4054.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4054.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
4059.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4059.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4059.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
4080.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4096.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4096.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4103.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4103.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
4130.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4130.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
4135.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4135.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
4135.0,1.0,3.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
4165.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4171.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4187.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4187.0,1.0,2.0,0.12152,0.13405,0.07367,2.33135,1.39914691,0.0
4203.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4203.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
4211.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4211.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4211.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
4234.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4237.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4253.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4253.0,1.0,3.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4253.0,1.0,3.0,0.29933,0.00818,0.07967,3.8968,1.7667985,0.0
4262.0,1.0,1.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4264.0,1.0,3.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4264.0,1.0,3.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
4264.0,1.0,3.0,0.56174,0.05245,0.02106,5.08025,2.09960723,0.0
4274.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4274.0,1.0,2.0,0.07845,0.12528,0.11682,3.46032,1.60383499,0.75927
4281.0,1.0,2.0,0.04973,0.13862,0.08636,2.72455,1.52557743,0.0
4281.0,1.0,2.0,0.18545,0.01126,0.05089,4.7178,1.99736416,0.0
